study,phase,mechanism,attempt_id,pair_index,arm,request_id,group_id,family,expected,output,correct,status,finish_reason,prompt_tokens,generated_tokens,end_to_end_s,ttft_s,slo_qualified,dispatch_completion_s,decision,retained_records,symbolic_answer_preserved,closure_records,max_retained_position_permille,min_retained_position_permille,overwritten_writes,total_records
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-afac8d13924c45eb8e1105e81e36b4fa,0,candidate,r119,eb710389263ceb0f3ddcbfa699691f579154c26a89f81780428abb7ca5e96a83,record-updates,CTGJV,CVYXD,False,SUCCEEDED,eos,108,4,120.955568882,120.906225665,False,0.73400186,CERTIFIED_SLICE,3,True,3,782,347,3,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-afac8d13924c45eb8e1105e81e36b4fa,0,candidate,r120,c583e163e62cd514f70d6da721e5a2f02d408d478cac7e295e1e51cd762fce1d,record-lookup,CAFMK,CAFMK,True,SUCCEEDED,eos,90,4,121.855951307,121.804533904,False,0.625001864,CERTIFIED_SLICE,1,True,1,608,608,0,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-afac8d13924c45eb8e1105e81e36b4fa,0,candidate,r121,4debb356c33ea9394811a91d8d07bb8e70d0ec179c38d6125ce0b58090c62ab1,reference-chain,CWVGV,CCZXF,False,SUCCEEDED,eos,113,4,123.011492211,122.960243382,False,0.766215894,CERTIFIED_SLICE,4,True,4,826,86,0,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-afac8d13924c45eb8e1105e81e36b4fa,0,candidate,r122,0c519d9d174a5dda9bed427ff30c7c90bae096dd2609a0d798d952d11eef2f6d,record-updates,CGRMH,CFHRF,False,SUCCEEDED,eos,108,4,123.979090178,123.924156638,False,0.735731476,CERTIFIED_SLICE,3,True,3,1000,695,3,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-afac8d13924c45eb8e1105e81e36b4fa,0,candidate,r123,09b22f4ff052213791817adbd666e1168e6f84058da1ac5fab9d0539108dd03b,record-lookup,COOXZ,COOXZ,True,SUCCEEDED,eos,92,4,124.875649045,124.821517977,False,0.640416198,CERTIFIED_SLICE,1,True,1,652,652,0,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-afac8d13924c45eb8e1105e81e36b4fa,0,candidate,r124,bb4ad719964b90eba72e67d0a9ddf65c3d461b6bce8e4d63f3494b6912bc7a1d,reference-chain,CWVFB,CBKKG,False,SUCCEEDED,eos,113,4,126.009405353,125.951432954,False,0.769350011,CERTIFIED_SLICE,4,True,4,826,0,0,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-afac8d13924c45eb8e1105e81e36b4fa,0,candidate,r125,02d25042ff0d1e587d50174d6dc4920b5d7c21bbb24a3f2ac44770d3d48938cb,record-updates,CULVQ,CMTRF,False,SUCCEEDED,eos,109,4,126.984016967,126.932534984,False,0.740977698,CERTIFIED_SLICE,3,True,3,1000,913,3,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-afac8d13924c45eb8e1105e81e36b4fa,0,candidate,r126,fb719897320c9f804285f0ebbfaf98147d8400f7158a5e61fb8d0bfd9c08b2f5,record-lookup,CNHFK,CJOGJ,False,SUCCEEDED,eos,92,5,127.912652313,127.837438664,False,0.664191847,CERTIFIED_SLICE,1,True,1,0,0,0,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-afac8d13924c45eb8e1105e81e36b4fa,0,candidate,r127,52c1353f145ad26ec1fa76f32d162943ed08691beeea79a9591f67026ea54395,reference-chain,CMEDS,CCOSL,False,SUCCEEDED,eos,117,4,129.03617663,128.978412098,False,0.793420177,CERTIFIED_SLICE,4,True,4,913,43,0,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-d9243ec1ba214342bf8f86e67be0e81d,0,baseline,r000,686c72b932d068ffca86f46b70fb984455c0bea324faf3926ca3966b3f98cafb,record-lookup,CFPTC,CFPTC,True,SUCCEEDED,eos,273,4,2.540140819,2.479283803,True,1.713538364,IDENTITY,,True,1,217,217,0,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-d9243ec1ba214342bf8f86e67be0e81d,0,baseline,r001,e447aacf1a467be33fcab6062dae2ef94c132ff36e7ad092b177860d62938b81,reference-chain,CETTV,CFIGJ,False,SUCCEEDED,eos,267,4,4.558425715,4.500358905,False,1.670190776,IDENTITY,,True,4,1000,43,0,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-d9243ec1ba214342bf8f86e67be0e81d,0,baseline,r002,ef33eb224e0fe9df114cec59498d01e4e629cd1699349b5c90e321d66013ade1,record-updates,CZMLN,CDYQA,False,SUCCEEDED,eos,274,4,6.618917227,6.561531774,False,1.719210908,IDENTITY,,True,3,695,565,3,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-d9243ec1ba214342bf8f86e67be0e81d,0,baseline,r003,8028bc5c9fd984107d9390362c049f3d5960fdf022db4500944aeb95dc95278f,record-lookup,CAMYD,COKSW,False,SUCCEEDED,eos,273,4,8.628480911,8.574423223,False,1.740092285,IDENTITY,,True,1,0,0,0,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-d9243ec1ba214342bf8f86e67be0e81d,0,baseline,r004,75af142bd4044d73c2fa3b4f75f2dfbc8ab2e53b62ef45ac0758d3b539772fd5,reference-chain,CHUKX,CPRWQ,False,SUCCEEDED,eos,268,5,10.610131998,10.524515035,False,1.707137937,IDENTITY,,True,4,1000,173,0,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-d9243ec1ba214342bf8f86e67be0e81d,0,baseline,r005,42eaccdba95e8ada6dcbdbeb14edfbc4e8578fb4db24bf43cdd425951e58d53b,record-updates,CAHTG,CIZBI,False,SUCCEEDED,eos,274,4,12.632031754,12.578309209,False,1.718760934,IDENTITY,,True,3,913,434,3,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-d9243ec1ba214342bf8f86e67be0e81d,0,baseline,r006,c6c1c589317c98d9354760566ee25fbdd90eea8c303beeb0ca0c7904e9898749,record-lookup,CVNPU,CQIID,False,SUCCEEDED,eos,273,4,14.626309973,14.568360461,False,1.714325497,IDENTITY,,True,1,913,913,0,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-d9243ec1ba214342bf8f86e67be0e81d,0,baseline,r007,cc2d78cda675913a76f55a5fa0f3bc210380386abca9178c4462309182c6c2ab,reference-chain,COJSY,CIVRW,False,SUCCEEDED,eos,278,4,16.68047744,16.620837927,False,1.739660292,IDENTITY,,True,4,739,130,0,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-d9243ec1ba214342bf8f86e67be0e81d,0,baseline,r008,5c0d63a91e80d624c7ecc252332474f35332d6c3cbe0573ec1619b12bd06b44c,record-updates,CMXFL,CVEYI,False,SUCCEEDED,eos,273,4,18.761875436,18.696357265,False,1.717514706,IDENTITY,,True,3,956,652,3,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-d9243ec1ba214342bf8f86e67be0e81d,0,baseline,r009,55a6df82dde3961f81759835bfae276523c931862a02ca1cfd1b46aa90880e31,record-lookup,CGMSA,CGMSA,True,SUCCEEDED,eos,269,4,20.663505482,20.60735797,False,1.696336918,IDENTITY,,True,1,347,347,0,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-d9243ec1ba214342bf8f86e67be0e81d,0,baseline,r010,f7d21727b7a1ac551503ada1a70cc47e01dad9114e80fafbd42df78ecf185536,reference-chain,CGOGG,CNYXS,False,SUCCEEDED,eos,274,4,22.681362983,22.620681943,False,1.721957665,IDENTITY,,True,4,869,347,0,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-d9243ec1ba214342bf8f86e67be0e81d,0,baseline,r011,f9414714a0a882e5f3bbfe0c1ec4d85b46236cd47a633c1d0361c286b5e5a23a,record-updates,CZJJY,CMMZE,False,SUCCEEDED,eos,281,4,24.736491346,24.67242846,False,1.757797727,IDENTITY,,True,3,739,434,3,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-d9243ec1ba214342bf8f86e67be0e81d,0,baseline,r012,2edb8a41bcf8186ec7813d757a2e9e08f48be987ddac039aa3ba4d7438eaab8a,record-lookup,CIZPI,CIZPI,True,SUCCEEDED,eos,275,4,26.705249677,26.651521011,False,1.722672944,IDENTITY,,True,1,782,782,0,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-d9243ec1ba214342bf8f86e67be0e81d,0,baseline,r013,02cc4ead1092158e5dea302588bc1913f6ee72ff0d46f8802b197d8bc79b4119,reference-chain,CWLUU,CGBPB,False,SUCCEEDED,eos,276,4,28.719782357,28.666541438,False,1.731547691,IDENTITY,,True,4,1000,86,0,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-d9243ec1ba214342bf8f86e67be0e81d,0,baseline,r014,86d994442cd518ba4b595516672ac17284cd91a731ff6f038a548d9201c35b43,record-updates,CLOFZ,CQBZH,False,SUCCEEDED,eos,277,4,30.736119943,30.680474063,False,1.739241374,IDENTITY,,True,3,1000,826,3,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-d9243ec1ba214342bf8f86e67be0e81d,0,baseline,r015,fc38937ebe81b2f3569df638272c23b5c5f5efc3ef7c149f27347daaab82dc62,record-lookup,CJUIY,CJUIY,True,SUCCEEDED,eos,276,5,32.75942523,32.678875156,False,1.754507181,IDENTITY,,True,1,1000,1000,0,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-d9243ec1ba214342bf8f86e67be0e81d,0,baseline,r016,67770b79fd9b58db7bb98122a15e0695bd255ff4ce43d376d481c9009a79ec7e,reference-chain,CQJBU,CEPZD,False,SUCCEEDED,eos,275,5,34.756473859,34.671633811,False,1.748737565,IDENTITY,,True,4,739,86,0,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-d9243ec1ba214342bf8f86e67be0e81d,0,baseline,r017,7c99aac5102a36a7e7de18b20576ee4c00f0b82e2835de1685c475fea622cbf3,record-updates,CPHYC,CQHIX,False,SUCCEEDED,eos,273,5,36.749546648,36.670857694,False,1.737555479,IDENTITY,,True,3,956,304,3,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-d9243ec1ba214342bf8f86e67be0e81d,0,baseline,r018,ccf7f0a9ff347a8a7f1d646b566ce537f2755d19a735e6473bc6a9122368dcfe,record-lookup,CKXBG,CDVGV,False,SUCCEEDED,eos,275,4,38.743574311,38.689416839,False,1.723915814,IDENTITY,,True,1,826,826,0,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-d9243ec1ba214342bf8f86e67be0e81d,0,baseline,r019,7bacad1701a17513921699b3322053c7ce5cc1153275fdc500407427e8bbb128,reference-chain,CKTCJ,CXPTR,False,SUCCEEDED,eos,261,4,40.669923859,40.613441274,False,1.64440363,IDENTITY,,True,4,695,0,0,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-d9243ec1ba214342bf8f86e67be0e81d,0,baseline,r020,a61a524c4c3396928f3f2212ab60fe54696475d31e37554ec287871e7f6d4bcb,record-updates,CZXUB,CVFOW CGCMQ,False,SUCCEEDED,eos,277,7,42.84382092,42.699611721,False,1.825158944,IDENTITY,,True,3,826,695,3,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-d9243ec1ba214342bf8f86e67be0e81d,0,baseline,r021,30c6795bfe78a6eaac39778bbe11ef76e45f0a06bd8def14a4975bacdf635865,record-lookup,CLVBY,CLVBY,True,SUCCEEDED,eos,281,4,44.801240864,44.73997638,False,1.757459368,IDENTITY,,True,1,260,260,0,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-d9243ec1ba214342bf8f86e67be0e81d,0,baseline,r022,f215ca4752bd112957deecde05cffa838e5af50f6f97849a4d3b3c03534d1ff8,reference-chain,CIFXN,CQMYM,False,SUCCEEDED,eos,272,5,46.780185169,46.696420229,False,1.73513,IDENTITY,,True,4,869,0,0,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-d9243ec1ba214342bf8f86e67be0e81d,0,baseline,r023,356ec08fa37f1ce9cbe1b9ddd190ad0d27ed7e8a5512eb0cc98cf01ff068fc31,record-updates,CPFSA,CQZSD,False,SUCCEEDED,eos,276,5,48.801494727,48.720619619,False,1.754349127,IDENTITY,,True,3,956,695,3,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-d9243ec1ba214342bf8f86e67be0e81d,0,baseline,r024,bd154d063aedd6e9d579b9ce5ad2f405e0a9a2a8f92cf6e763b16adfa79b3ef5,record-lookup,CGFQR,CUEUC,False,SUCCEEDED,eos,277,4,50.791668176,50.735692594,False,1.738690679,IDENTITY,,True,1,217,217,0,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-d9243ec1ba214342bf8f86e67be0e81d,0,baseline,r025,b6114a499486681f91910e91a0a27f692fdfdb47a060babbee309e8e97529c7e,reference-chain,CCHUC,CCYIW,False,SUCCEEDED,eos,275,4,52.777220315,52.722473346,False,1.72370917,IDENTITY,,True,4,913,86,0,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-d9243ec1ba214342bf8f86e67be0e81d,0,baseline,r026,2ee8924f824dab005c80044f28263e99b9e3be3c2d5d56cd8861c551b1d4c9f8,record-updates,CYUPF,CIOZJ,False,SUCCEEDED,eos,288,5,54.88532192,54.795070953,False,1.825117959,IDENTITY,,True,3,1000,608,3,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-d9243ec1ba214342bf8f86e67be0e81d,0,baseline,r027,b1d268ab05e808756962a64354bf35b83fcee5490d9abcc1203df381dd873c80,record-lookup,CVAQF,CVAQF,True,SUCCEEDED,eos,273,5,56.810174344,56.720522381,False,1.743933275,IDENTITY,,True,1,347,347,0,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-d9243ec1ba214342bf8f86e67be0e81d,0,baseline,r028,5b1f7fc349b6ed5a4419a062800486aad7af592c28065b162763a9ea01d36a09,reference-chain,CRUVG,CAXEG,False,SUCCEEDED,eos,273,4,58.791352361,58.729537394,False,1.714738725,IDENTITY,,True,4,739,347,0,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-d9243ec1ba214342bf8f86e67be0e81d,0,baseline,r029,d8f7112ed7a2e63da6ce3659cdf8b883785956a2ed27c60e70e05422c4d3b214,record-updates,CQAGE,CQAGE,True,SUCCEEDED,eos,279,4,60.827410215,60.77052977,False,1.749881242,IDENTITY,,True,3,608,347,3,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-d9243ec1ba214342bf8f86e67be0e81d,0,baseline,r030,695a3a5fb06b1388662a21189abc88c6c674058178cf96553a3ee92f8a6db40b,record-lookup,CEILG,CNYHA,False,SUCCEEDED,eos,274,4,62.803215566,62.747476262,False,1.720177937,IDENTITY,,True,1,565,565,0,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-d9243ec1ba214342bf8f86e67be0e81d,0,baseline,r031,340e99595f5135ae494c57e190b6b543e37fe2336302e7f3f506628f480d047f,reference-chain,CTPTF,CWDRW,False,SUCCEEDED,eos,275,4,64.809772731,64.751443082,False,1.724012926,IDENTITY,,True,4,782,347,0,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-d9243ec1ba214342bf8f86e67be0e81d,0,baseline,r032,40115334773ed43683892621c305b481eb498a3b5dc599a493f8ad2df633f990,record-updates,CCYHH,CQCXP,False,SUCCEEDED,eos,271,4,66.787646225,66.733492399,False,1.700236848,IDENTITY,,True,3,956,391,3,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-d9243ec1ba214342bf8f86e67be0e81d,0,baseline,r033,e85e59061c66ea3a7a59b3f41a2e79ba45884a3195c694e259e5903d48186d15,record-lookup,CQPNL,CQPNL,True,SUCCEEDED,eos,277,5,68.85090411,68.766499601,False,1.761599855,IDENTITY,,True,1,434,434,0,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-d9243ec1ba214342bf8f86e67be0e81d,0,baseline,r034,ff9293477b232b0fa8297689b1551601c03e21323691711738f23c8ad4e3084f,reference-chain,CULKS,CULKS,True,SUCCEEDED,eos,277,4,70.859460396,70.803225387,False,1.758208957,IDENTITY,,True,4,652,173,0,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-d9243ec1ba214342bf8f86e67be0e81d,0,baseline,r035,8e2e07cc1e35bf0f6c96c66ec12e41b76ceb0d2f69b82ee013237700eddf85b9,record-updates,CGPPG,CCHLP,False,SUCCEEDED,eos,277,4,72.857202589,72.800470206,False,1.763107026,IDENTITY,,True,3,869,695,3,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-d9243ec1ba214342bf8f86e67be0e81d,0,baseline,r036,f8b4cc6f4170877f69d3c8144aaf84dce989f9abb6b327e7e8c25c32a87b6c56,record-lookup,CWDTF,CJJWC,False,SUCCEEDED,eos,277,5,74.879891417,74.795391605,False,1.779691295,IDENTITY,,True,1,782,782,0,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-d9243ec1ba214342bf8f86e67be0e81d,0,baseline,r037,6faca3132432682a75bf9395f8cb9ce0b952e775dae8e78732be9c84ad949a4a,reference-chain,CVITB,CBAUG,False,SUCCEEDED,eos,273,4,76.837836218,76.766830541,False,1.718264475,IDENTITY,,True,4,608,43,0,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-d9243ec1ba214342bf8f86e67be0e81d,0,baseline,r038,871c59ee651293748abe21404d3bf82d8909d39203949db6d80e9b6fb201caef,record-updates,CRAQX,CXSHE,False,SUCCEEDED,eos,275,4,78.850723676,78.791749796,False,1.72467374,IDENTITY,,True,3,782,304,3,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-d9243ec1ba214342bf8f86e67be0e81d,0,baseline,r039,67f2df4e8a57c2f367fb208c738bb31da80d40737441bb1608ca3d963e69441a,record-lookup,CKNVE,CKNVE,True,SUCCEEDED,eos,277,4,80.86924177,80.813455797,False,1.741786782,IDENTITY,,True,1,869,869,0,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-d9243ec1ba214342bf8f86e67be0e81d,0,baseline,r040,9002cf422d54c76fe4b4854aaac6b4a27abdcca876dd48475ba84bac72cd53e5,reference-chain,CUWMG,CUCXX,False,SUCCEEDED,eos,275,4,82.85807893,82.79431257,False,1.723326786,IDENTITY,,True,4,956,608,0,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-d9243ec1ba214342bf8f86e67be0e81d,0,baseline,r041,ba4fe139679858a9a6217a3704db21882e1ee28649c6b8228305fbbae0693f86,record-updates,CNGQU,CSDJL,False,SUCCEEDED,eos,278,5,84.894844756,84.804830053,False,1.76711728,IDENTITY,,True,3,913,478,3,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-d9243ec1ba214342bf8f86e67be0e81d,0,baseline,r042,cc6fbe8b1ef588c3c4b13cb790477cf02d44238517d5cf065a3b07c1211fbe83,record-lookup,CUGTM,CUGTM,True,SUCCEEDED,eos,278,4,86.886129195,86.833466577,False,1.741402578,IDENTITY,,True,1,173,173,0,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-d9243ec1ba214342bf8f86e67be0e81d,0,baseline,r043,1e7091f61af6c0241b5245af55fe2f24d3875f23405471aa34c4bff80e7f3cbc,reference-chain,CADXQ,CCTUQ,False,SUCCEEDED,eos,275,5,88.892650067,88.818914866,False,1.750385988,IDENTITY,,True,4,826,43,0,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-d9243ec1ba214342bf8f86e67be0e81d,0,baseline,r044,46511948b5976024fb84e34514bf28cc4446f95fe5768f67dcc94aea5d0a8b33,record-updates,CCDGH,CYYIR,False,SUCCEEDED,eos,281,4,90.906756601,90.849420746,False,1.757464246,IDENTITY,,True,3,1000,826,3,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-d9243ec1ba214342bf8f86e67be0e81d,0,baseline,r045,e8f81c6247f17cc15e61f29b3c5fe097f671109235600616b5af7a0c5f545e84,record-lookup,COEMB,CWMOL,False,SUCCEEDED,eos,275,4,92.874862662,92.820595331,False,1.724928133,IDENTITY,,True,1,347,347,0,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-d9243ec1ba214342bf8f86e67be0e81d,0,baseline,r046,8b23549a3c9595791decda7ea27451f84d823b99ff532e7a2e835976655f2fda,reference-chain,CTRES,CXQVZ,False,SUCCEEDED,eos,272,5,94.89821344,94.807129388,False,1.736032485,IDENTITY,,True,4,826,130,0,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-d9243ec1ba214342bf8f86e67be0e81d,0,baseline,r047,01aa93987262dce8f40fff4e7c9b9e344dae1b6031a0c4b140d9331d7a40430b,record-updates,CDFLP,CQCFB,False,SUCCEEDED,eos,279,5,96.93841331,96.859479746,False,1.772565608,IDENTITY,,True,3,1000,869,3,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-d9243ec1ba214342bf8f86e67be0e81d,0,baseline,r048,2d979608ef29cc38abdfcf87b1334d0d9bec2c873daea1f2ab34cab4d46e25d9,record-lookup,CBHQH,CBHQH,True,SUCCEEDED,eos,276,4,98.897499243,98.826685123,False,1.733553006,IDENTITY,,True,1,86,86,0,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-d9243ec1ba214342bf8f86e67be0e81d,0,baseline,r049,8e9f7e073b4fa03161119096f08368ed10e1e0f21338f23e16c82debcc71a1de,reference-chain,CXCSL,CQDMX,False,SUCCEEDED,eos,276,5,100.932897357,100.85830879,False,1.753594091,IDENTITY,,True,4,521,43,0,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-d9243ec1ba214342bf8f86e67be0e81d,0,baseline,r050,eee571e67315aaa27c3beb88ff0edf6c27d7d1732141160ee56e604c4a01a312,record-updates,CGJCS,CYNAY,False,SUCCEEDED,eos,281,4,102.944218413,102.888528077,False,1.759403421,IDENTITY,,True,3,956,347,3,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-d9243ec1ba214342bf8f86e67be0e81d,0,baseline,r051,2605221b217ffebf996774f9d0e6e4ca12e4a8c4a1cfdc66acc68e3af15f70d7,record-lookup,CPMIZ,CPMIZ,True,SUCCEEDED,eos,280,4,104.934832064,104.873123751,False,1.75073129,IDENTITY,,True,1,478,478,0,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-d9243ec1ba214342bf8f86e67be0e81d,0,baseline,r052,bb61c5509f542f53145732a227f75ef8c778e4be00aeb7d59064058fae9bb7e9,reference-chain,CNOBG,CUDZC,False,SUCCEEDED,eos,279,5,106.956553564,106.882156563,False,1.772081569,IDENTITY,,True,4,1000,0,0,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-d9243ec1ba214342bf8f86e67be0e81d,0,baseline,r053,2da489aa466df59593572f53eb197096d531782fef5f26b4f2696d58316078e7,record-updates,CRJSE,CXOIA,False,SUCCEEDED,eos,274,4,108.90827695,108.854465777,False,1.717985316,IDENTITY,,True,3,956,782,3,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-d9243ec1ba214342bf8f86e67be0e81d,0,baseline,r054,d21b2471ff6a043223a92b6fdb4e2c67c4283ca8a8cc2cc0d019937136e61767,record-lookup,CZOCL,CRLID,False,SUCCEEDED,eos,279,4,110.941904653,110.889300103,False,1.747958355,IDENTITY,,True,1,913,913,0,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-d9243ec1ba214342bf8f86e67be0e81d,0,baseline,r055,5ca65edc5608650a424e1265bd7919f14cffef4f49d4f85565ba397a7edcd510,reference-chain,COLJY,CNOJP,False,SUCCEEDED,eos,272,4,112.90982622,112.852352428,False,1.709495674,IDENTITY,,True,4,956,43,0,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-d9243ec1ba214342bf8f86e67be0e81d,0,baseline,r056,c317b51a86f7a0a64c331ea4b0836e49e34bf8f0276d32971cd5bd590fdec7e4,record-updates,CNQGF,CFVGF,False,SUCCEEDED,eos,273,4,114.921613262,114.856433215,False,1.713425109,IDENTITY,,True,3,782,391,3,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-d9243ec1ba214342bf8f86e67be0e81d,0,baseline,r057,a7025811ae5968a67171f3be7c84a07c069d89d81e1a1775ad0651f138f7ac39,record-lookup,COIVA,COIVA,True,SUCCEEDED,eos,273,3,116.899637621,116.867431481,False,1.690187652,IDENTITY,,True,1,695,695,0,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-d9243ec1ba214342bf8f86e67be0e81d,0,baseline,r058,02c438e185a0fc65d783d99ad8e3712ff017fc8737b253cc6e01dbb0afa4f157,reference-chain,CNNJE,CQAQI,False,SUCCEEDED,eos,267,5,118.915499868,118.834592625,False,1.70085986,IDENTITY,,True,4,652,130,0,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-d9243ec1ba214342bf8f86e67be0e81d,0,baseline,r059,9e98f56e17243b35c9db84fd81c8157a05e7a26728a6d363553cf762a161c0af,record-updates,CRUGJ,CTVOR,False,SUCCEEDED,eos,284,4,120.997979034,120.943539874,False,1.774615389,IDENTITY,,True,3,913,782,3,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-d9243ec1ba214342bf8f86e67be0e81d,0,baseline,r060,3ad272f99b56ae541bfa344cbf80c62a16c7dc4661beb2e5cce0231e2fbed19c,record-lookup,CMJSZ,CJSZ,False,SUCCEEDED,eos,273,4,122.938493403,122.877419499,False,1.716519542,IDENTITY,,True,1,913,913,0,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-d9243ec1ba214342bf8f86e67be0e81d,0,baseline,r061,bed8ecf01278ffa87cfc5dc8ac5777c46ea04715ca8feb501b96ca2f440a4379,reference-chain,CFJER,CTFTOP,False,SUCCEEDED,eos,272,4,124.938520634,124.884425944,False,1.706968366,IDENTITY,,True,4,956,304,0,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-d9243ec1ba214342bf8f86e67be0e81d,0,baseline,r062,593e388a98f1adb5ea758deb8c9ac64821cc7cd18677c523442608481b183ed6,record-updates,CERLR,CQYJU,False,SUCCEEDED,eos,283,6,127.065985025,126.955436981,False,1.825947373,IDENTITY,,True,3,1000,478,3,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-d9243ec1ba214342bf8f86e67be0e81d,0,baseline,r063,cb769a74d41a7305befbe5dec6b67c8601af6c9b431ef9d3971196c1364a8307,record-lookup,CVLXS,CYLBD,False,SUCCEEDED,eos,280,4,128.999393815,128.943495542,False,1.753245774,IDENTITY,,True,1,608,608,0,24
